,Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
11383,WH_111383,EID_61383,Rural,Large,North,Zone 5,1,0,4,5206,Rented,38,0,0,0,227,23.0,,23,0,B+,5,24,27111
11384,WH_111384,EID_61384,Rural,Large,North,Zone 6,1,1,2,5162,Company Owned,18,0,0,1,57,25.0,,6,0,A,1,28,8067
11385,WH_111385,EID_61385,Rural,Mid,West,Zone 2,0,3,3,4380,Rented,69,0,0,0,136,28.0,,6,0,C,2,12,8112
11386,WH_111386,EID_61386,Rural,Large,West,Zone 5,1,3,2,3269,Rented,56,0,0,1,184,28.0,,12,0,B+,6,10,14112
11387,WH_111387,EID_61387,Rural,Small,South,Zone 6,3,1,2,6396,Company Owned,60,0,0,1,252,40.0,2010.0,14,0,B+,3,9,16149
11388,WH_111388,EID_61388,Rural,Mid,West,Zone 4,4,4,4,4454,Company Owned,23,0,0,1,222,38.0,2000.0,30,1,B,4,26,37147
11389,WH_111389,EID_61389,Rural,Large,North,Zone 6,8,0,3,4458,Rented,50,0,0,0,70,23.0,2012.0,17,0,A,1,28,23131
11390,WH_111390,EID_61390,Rural,Large,South,Zone 6,1,0,3,3566,Company Owned,21,1,0,0,190,40.0,,24,1,A+,4,29,33143
11391,WH_111391,EID_61391,Rural,Mid,West,Zone 4,1,3,3,3314,Company Owned,36,0,0,1,228,34.0,,4,0,C,2,26,5063
11392,WH_111392,EID_61392,Rural,Large,North,Zone 6,6,2,2,5892,Company Owned,52,1,0,1,180,54.0,,14,1,A+,6,23,18134
11393,WH_111393,EID_61393,Rural,Small,West,Zone 1,4,0,4,5695,Rented,51,0,0,1,136,35.0,2018.0,5,1,A,1,3,6127
11394,WH_111394,EID_61394,Rural,Large,North,Zone 6,0,0,2,4730,Rented,18,0,0,1,256,35.0,,5,0,A,5,28,6059
11395,WH_111395,EID_61395,Rural,Large,North,Zone 6,2,0,3,5395,Rented,50,0,0,0,260,22.0,,18,0,A+,2,6,24130
11396,WH_111396,EID_61396,Urban,Large,North,Zone 6,8,3,3,4745,Company Owned,23,0,0,1,177,34.0,,16,0,A,5,29,20100
11397,WH_111397,EID_61397,Rural,Small,South,Zone 1,8,4,2,5462,Company Owned,63,0,0,1,70,26.0,2020.0,5,0,C,2,31,7128
11398,WH_111398,EID_61398,Rural,Large,South,Zone 5,3,1,2,5623,Rented,19,0,0,0,123,19.0,2002.0,24,0,A,5,25,31055
11399,WH_111399,EID_61399,Rural,Mid,South,Zone 4,1,0,2,4705,Company Owned,46,0,0,1,123,28.0,,0,0,,0,11,3137
11400,WH_111400,EID_61400,Rural,Large,South,Zone 5,4,2,3,4153,Company Owned,15,0,0,1,193,36.0,,21,0,B+,3,25,25075
11401,WH_111401,EID_61401,Rural,Mid,West,Zone 2,4,0,6,5351,Company Owned,70,0,0,1,56,29.0,2002.0,27,0,C,3,12,37088
11402,WH_111402,EID_61402,Rural,Large,North,Zone 5,3,0,3,4296,Rented,58,0,0,1,198,28.0,2020.0,8,0,B+,3,14,9056
11403,WH_111403,EID_61403,Urban,Large,South,Zone 5,7,4,2,5110,Company Owned,21,0,1,1,161,,2003.0,22,0,C,6,14,27115
11404,WH_111404,EID_61404,Rural,Small,North,Zone 1,6,3,4,3761,Company Owned,67,1,1,1,120,33.0,,14,0,A,4,30,18083
11405,WH_111405,EID_61405,Rural,Large,West,Zone 6,3,0,4,5725,Company Owned,67,0,0,1,60,29.0,1998.0,35,0,B,4,29,44106
11406,WH_111406,EID_61406,Rural,Mid,South,Zone 4,5,0,2,5218,Rented,15,0,0,1,189,29.0,2018.0,5,1,A,1,26,7145
11407,WH_111407,EID_61407,Rural,Small,South,Zone 6,3,3,4,4600,Rented,39,0,0,0,244,31.0,,6,0,A,3,9,9070
11408,WH_111408,EID_61408,Rural,Large,North,Zone 6,2,2,2,5317,Company Owned,17,0,0,1,186,21.0,,4,0,B+,1,28,5135
11409,WH_111409,EID_61409,Rural,Large,West,Zone 6,0,1,6,5513,Rented,30,0,0,0,146,21.0,,14,0,B,3,6,16114
11410,WH_111410,EID_61410,Rural,Small,North,Zone 6,2,0,2,4224,Company Owned,42,0,0,1,103,31.0,,28,0,A,4,13,38107
11411,WH_111411,EID_61411,Urban,Small,West,Zone 6,1,3,4,5210,Rented,48,0,0,1,242,26.0,,17,1,B,3,9,20117
11412,WH_111412,EID_61412,Rural,Mid,West,Zone 3,4,1,2,4994,Company Owned,55,0,0,1,223,24.0,2017.0,10,0,A,6,27,13147
11413,WH_111413,EID_61413,Rural,Large,North,Zone 6,4,4,2,6327,Company Owned,68,0,0,1,94,18.0,2010.0,18,0,B+,2,23,20100
11414,WH_111414,EID_61414,Rural,Large,South,Zone 6,0,0,3,5574,Rented,47,1,0,1,222,,,11,0,A,2,23,16111
11415,WH_111415,EID_61415,Rural,Small,South,Zone 1,6,0,2,4283,Company Owned,65,0,0,1,67,23.0,2015.0,19,0,B,1,16,23101
11416,WH_111416,EID_61416,Rural,Mid,North,Zone 2,1,0,2,4955,Rented,26,0,0,1,58,,,8,0,C,1,12,10150
11417,WH_111417,EID_61417,Rural,Small,West,Zone 6,5,1,4,5892,Rented,30,1,0,1,87,34.0,2020.0,4,0,A,3,15,6119
11418,WH_111418,EID_61418,Rural,Large,West,Zone 6,3,0,4,4371,Rented,26,0,0,0,89,16.0,2009.0,19,0,A,5,23,24095
11419,WH_111419,EID_61419,Rural,Small,South,Zone 1,4,0,2,6590,Rented,36,0,0,1,171,40.0,2005.0,35,0,B+,2,21,43094
11420,WH_111420,EID_61420,Rural,Mid,West,Zone 3,4,0,2,5196,Rented,61,0,0,1,93,28.0,2002.0,22,0,B,5,19,26148
11421,WH_111421,EID_61421,Rural,Large,North,Zone 6,3,0,2,4428,Company Owned,16,1,0,1,127,35.0,1998.0,24,1,A+,3,6,31120
11422,WH_111422,EID_61422,Rural,Large,West,Zone 5,0,0,2,4990,Rented,31,0,0,1,198,28.0,,28,0,B,6,14,34097
11423,WH_111423,EID_61423,Rural,Large,South,Zone 5,0,0,3,3564,Company Owned,40,0,0,1,261,30.0,,5,0,C,2,25,6141
11424,WH_111424,EID_61424,Rural,Mid,South,Zone 2,6,1,2,4098,Rented,19,0,0,0,114,14.0,2018.0,6,1,B,3,1,8079
11425,WH_111425,EID_61425,Rural,Small,West,Zone 6,5,0,3,4991,Rented,43,1,0,1,196,42.0,1996.0,34,1,A+,2,8,48100
11426,WH_111426,EID_61426,Rural,Mid,West,Zone 4,7,2,3,4144,Company Owned,30,0,0,1,148,31.0,2009.0,19,0,B+,4,11,22079
11427,WH_111427,EID_61427,Rural,Mid,West,Zone 4,6,1,4,7027,Rented,20,1,1,1,173,31.0,2006.0,32,0,B+,6,26,38063
11428,WH_111428,EID_61428,Rural,Small,South,Zone 1,6,4,3,5101,Company Owned,27,0,0,1,75,29.0,2016.0,13,0,A,5,21,17138
11429,WH_111429,EID_61429,Rural,Mid,West,Zone 4,2,0,4,4478,Company Owned,17,0,0,1,143,21.0,,19,0,B+,4,26,22148
11430,WH_111430,EID_61430,Rural,Small,North,Zone 6,6,1,4,5273,Company Owned,46,0,0,0,132,31.0,2020.0,5,1,A,1,15,7083
11431,WH_111431,EID_61431,Rural,Small,North,Zone 1,5,0,2,4301,Rented,23,0,0,0,152,18.0,,10,1,A+,5,31,14130
11432,WH_111432,EID_61432,Rural,Large,South,Zone 5,8,0,3,4348,Rented,41,0,0,1,208,34.0,1998.0,25,1,A+,5,25,33123
11433,WH_111433,EID_61433,Rural,Mid,North,Zone 3,3,0,5,3083,Rented,25,1,0,1,187,30.0,2003.0,35,0,B,5,27,44081
11434,WH_111434,EID_61434,Rural,Small,West,Zone 1,1,0,6,3396,Company Owned,51,0,0,1,140,25.0,,26,1,B+,3,3,32140
11435,WH_111435,EID_61435,Rural,Large,North,Zone 5,5,0,4,4441,Company Owned,69,0,0,0,131,18.0,2008.0,20,0,B,4,17,23083
11436,WH_111436,EID_61436,Rural,Large,North,Zone 6,0,0,3,5025,Rented,28,0,0,1,152,27.0,,0,0,,0,6,3133
11437,WH_111437,EID_61437,Rural,Large,North,Zone 6,3,0,3,5514,Rented,69,0,0,0,172,19.0,2014.0,19,0,A,4,23,25127
11438,WH_111438,EID_61438,Rural,Large,West,Zone 5,0,0,3,5042,Company Owned,38,0,0,1,204,21.0,,25,0,B,5,10,31061
11439,WH_111439,EID_61439,Rural,Large,North,Zone 6,8,2,4,4813,Company Owned,17,0,0,1,211,21.0,,23,0,B+,5,29,27084
11440,WH_111440,EID_61440,Rural,Mid,South,Zone 2,1,3,2,5185,Rented,67,0,0,1,185,35.0,,5,0,A,2,32,6083
11441,WH_111441,EID_61441,Rural,Mid,East,Zone 4,2,1,8,5769,Company Owned,44,0,0,1,213,31.0,,4,0,B+,2,26,4091
11442,WH_111442,EID_61442,Rural,Mid,West,Zone 4,6,0,3,5257,Rented,64,0,0,0,100,26.0,,26,0,C,3,11,33133
11443,WH_111443,EID_61443,Rural,Mid,West,Zone 3,3,0,6,4380,Rented,48,0,0,0,101,21.0,,23,0,C,2,19,29081
11444,WH_111444,EID_61444,Rural,Mid,West,Zone 4,1,0,2,5976,Rented,59,0,0,1,60,50.0,,6,0,C,6,26,7105
11445,WH_111445,EID_61445,Rural,Large,West,Zone 5,4,0,3,5043,Company Owned,46,0,0,1,163,40.0,2021.0,5,1,B,2,25,6055
11446,WH_111446,EID_61446,Urban,Mid,West,Zone 4,8,2,4,5378,Rented,27,1,0,1,226,27.0,2004.0,17,1,B,6,11,21087
11447,WH_111447,EID_61447,Rural,Large,West,Zone 5,6,1,3,4239,Rented,51,1,0,1,227,25.0,2001.0,33,1,B+,3,5,40081
11448,WH_111448,EID_61448,Rural,Mid,South,Zone 2,8,0,4,2157,Rented,70,0,0,1,145,29.0,2017.0,5,0,C,2,32,6127
11449,WH_111449,EID_61449,Rural,Small,West,Zone 6,4,0,2,4948,Rented,39,0,0,1,268,27.0,2007.0,18,1,A+,5,2,26134
11450,WH_111450,EID_61450,Rural,Large,North,Zone 5,4,0,4,4352,Company Owned,58,0,0,0,76,28.0,2021.0,0,0,,0,17,13076
11451,WH_111451,EID_61451,Rural,Large,West,Zone 5,2,0,6,5302,Rented,31,0,0,0,131,29.0,,5,0,A,6,14,7098
11452,WH_111452,EID_61452,Rural,Large,South,Zone 5,7,3,2,4431,Company Owned,41,0,0,1,114,29.0,,21,0,C,2,14,27071
11453,WH_111453,EID_61453,Rural,Large,North,Zone 6,3,1,2,5220,Rented,22,1,0,1,101,,,9,1,A+,6,28,12115
11454,WH_111454,EID_61454,Rural,Large,North,Zone 6,1,5,4,6670,Company Owned,45,0,0,0,90,24.0,,5,1,A+,3,6,7064
11455,WH_111455,EID_61455,Rural,Mid,South,Zone 4,1,0,1,5498,Company Owned,51,1,0,1,177,31.0,,16,0,C,6,26,20105
11456,WH_111456,EID_61456,Rural,Large,North,Zone 6,3,0,2,4153,Rented,26,0,0,0,260,23.0,1998.0,36,0,A,4,28,49057
11457,WH_111457,EID_61457,Rural,Small,West,Zone 6,7,4,4,5066,Company Owned,45,0,0,1,106,24.0,,20,0,B,4,9,23122
11458,WH_111458,EID_61458,Rural,Mid,West,Zone 3,7,0,4,4675,Company Owned,67,0,0,1,193,28.0,1997.0,27,0,A,2,19,37097
11459,WH_111459,EID_61459,Rural,Mid,North,Zone 4,2,3,4,3976,Rented,55,0,0,0,270,27.0,,17,0,A+,4,26,22147
11460,WH_111460,EID_61460,Rural,Mid,North,Zone 3,0,0,2,4485,Company Owned,44,1,0,1,121,41.0,,23,0,A,6,27,31102
11461,WH_111461,EID_61461,Rural,Mid,West,Zone 4,4,1,4,5056,Company Owned,68,0,1,1,196,32.0,,20,0,C,2,26,25115
11462,WH_111462,EID_61462,Rural,Mid,West,Zone 4,7,0,3,5067,Company Owned,31,0,0,1,132,27.0,2000.0,39,1,A+,6,11,55058
11463,WH_111463,EID_61463,Rural,Large,South,Zone 5,2,0,2,2120,Company Owned,58,0,0,0,199,23.0,,23,0,B+,5,10,29072
11464,WH_111464,EID_61464,Rural,Mid,North,Zone 4,1,0,2,3447,Rented,42,0,0,0,252,19.0,,17,0,B,1,26,21056
11465,WH_111465,EID_61465,Rural,Large,West,Zone 6,2,0,4,5282,Company Owned,54,0,0,1,98,24.0,,18,0,A,2,6,23080
11466,WH_111466,EID_61466,Rural,Mid,West,Zone 2,8,0,3,3997,Company Owned,51,0,0,1,243,31.0,2002.0,23,1,B,2,18,30092
11467,WH_111467,EID_61467,Rural,Mid,South,Zone 2,1,2,3,5281,Company Owned,65,0,0,0,212,25.0,,37,0,A+,5,12,48140
11468,WH_111468,EID_61468,Rural,Large,West,Zone 6,8,2,5,5219,Company Owned,44,0,0,1,129,24.0,,14,0,A,6,6,17146
11469,WH_111469,EID_61469,Rural,Mid,North,Zone 3,5,0,2,3872,Company Owned,65,0,0,1,116,26.0,2016.0,15,1,A+,2,19,22145
11470,WH_111470,EID_61470,Rural,Mid,West,Zone 4,3,0,3,5189,Company Owned,59,1,0,1,72,30.0,2008.0,20,0,A,3,26,25106
11471,WH_111471,EID_61471,Rural,Mid,North,Zone 2,1,0,6,4782,Rented,33,0,0,0,64,16.0,,25,0,C,3,12,31116
11472,WH_111472,EID_61472,Rural,Small,North,Zone 6,7,4,3,3863,Company Owned,70,0,0,1,211,21.0,2016.0,12,0,C,1,8,16135
11473,WH_111473,EID_61473,Rural,Mid,South,Zone 4,3,4,4,4366,Company Owned,40,0,0,1,197,26.0,2007.0,21,0,A,6,26,27069
11474,WH_111474,EID_61474,Rural,Small,South,Zone 6,6,0,2,6103,Company Owned,50,0,0,1,57,34.0,2014.0,9,0,B+,5,15,10136
11475,WH_111475,EID_61475,Rural,Mid,West,Zone 4,8,1,4,3939,Company Owned,50,1,0,1,74,33.0,2007.0,15,0,B,6,26,18110
11476,WH_111476,EID_61476,Rural,Small,South,Zone 1,7,2,2,5228,Rented,57,1,0,1,260,22.0,,4,1,C,2,31,5064
11477,WH_111477,EID_61477,Rural,Mid,West,Zone 4,4,0,4,3689,Company Owned,56,0,0,1,149,41.0,2020.0,7,1,C,3,26,9066
11478,WH_111478,EID_61478,Urban,Large,North,Zone 6,8,0,2,3045,Rented,65,0,0,0,242,26.0,1999.0,36,0,B,4,28,45063
11479,WH_111479,EID_61479,Rural,Small,North,Zone 1,1,2,4,5152,Rented,18,1,0,1,92,,,17,0,C,2,31,23119
11480,WH_111480,EID_61480,Rural,Large,West,Zone 6,8,0,2,4944,Rented,40,0,0,1,120,29.0,2004.0,22,0,B,2,23,27103
11481,WH_111481,EID_61481,Rural,Large,South,Zone 6,3,0,2,4117,Company Owned,20,0,0,1,149,25.0,1998.0,38,0,A,5,29,51103
11482,WH_111482,EID_61482,Rural,Large,North,Zone 5,3,0,2,5429,Rented,47,0,0,1,238,27.0,1999.0,22,0,B+,3,24,27135
11483,WH_111483,EID_61483,Rural,Large,North,Zone 6,4,2,2,4327,Company Owned,26,0,0,1,240,27.0,2013.0,19,0,B,6,28,22104
11484,WH_111484,EID_61484,Urban,Large,West,Zone 6,2,2,2,4288,Company Owned,59,0,0,1,55,33.0,,22,0,A,3,23,29118
11485,WH_111485,EID_61485,Rural,Small,North,Zone 6,5,1,3,5383,Rented,31,0,0,0,122,18.0,,20,0,B+,5,13,23097
11486,WH_111486,EID_61486,Urban,Large,West,Zone 6,6,0,3,4758,Company Owned,40,0,0,1,137,24.0,2001.0,25,1,B+,2,6,31130
11487,WH_111487,EID_61487,Rural,Mid,North,Zone 4,7,0,4,4881,Rented,38,0,0,0,214,16.0,2009.0,19,1,A+,3,26,25141
11488,WH_111488,EID_61488,Rural,Large,West,Zone 6,1,0,4,5771,Company Owned,52,0,0,0,80,25.0,,20,0,A,4,6,27148
11489,WH_111489,EID_61489,Rural,Small,West,Zone 1,7,0,6,4941,Rented,64,0,0,1,170,23.0,2022.0,7,0,C,3,30,9056
11490,WH_111490,EID_61490,Rural,Large,North,Zone 6,2,2,3,4891,Rented,35,0,0,0,176,27.0,,23,0,B,3,6,27122
11491,WH_111491,EID_61491,Rural,Mid,South,Zone 4,0,0,3,3878,Company Owned,48,0,1,1,159,42.0,,35,0,C,5,11,48063
11492,WH_111492,EID_61492,Rural,Small,West,Zone 6,6,2,4,7022,Rented,15,0,0,1,110,31.0,,14,0,B+,6,15,16083
11493,WH_111493,EID_61493,Rural,Small,West,Zone 6,1,1,6,4242,Company Owned,63,0,0,1,258,25.0,,4,0,B,4,15,5088
11494,WH_111494,EID_61494,Rural,Small,North,Zone 6,0,0,6,3561,Company Owned,56,0,0,0,250,30.0,,17,0,A+,1,9,24056
11495,WH_111495,EID_61495,Urban,Mid,West,Zone 3,4,0,3,4513,Company Owned,53,0,0,1,137,29.0,2002.0,23,0,B+,2,19,28124
11496,WH_111496,EID_61496,Rural,Mid,South,Zone 2,2,1,2,4597,Company Owned,67,0,0,1,71,37.0,,19,0,A,6,32,25138
11497,WH_111497,EID_61497,Rural,Small,North,Zone 1,8,2,3,4567,Rented,42,0,0,1,196,54.0,,24,1,A+,3,30,31093
11498,WH_111498,EID_61498,Rural,Mid,West,Zone 2,3,0,3,4065,Company Owned,68,0,0,1,253,27.0,2022.0,0,0,,0,1,6117
11499,WH_111499,EID_61499,Rural,Mid,West,Zone 3,7,0,5,8178,Company Owned,43,0,0,0,103,26.0,2011.0,20,0,B+,4,19,23063
11500,WH_111500,EID_61500,Urban,Large,North,Zone 6,3,0,2,4611,Rented,45,0,0,0,77,27.0,2003.0,25,0,B+,2,28,31081
11501,WH_111501,EID_61501,Rural,Large,South,Zone 5,4,0,3,3683,Rented,17,0,0,0,215,26.0,2018.0,12,0,B,3,25,15075
11502,WH_111502,EID_61502,Rural,Mid,South,Zone 3,3,1,4,4357,Rented,58,0,0,0,175,25.0,2011.0,17,0,A,2,19,22108
11503,WH_111503,EID_61503,Rural,Mid,North,Zone 3,0,0,5,4898,Company Owned,63,0,0,0,217,37.0,,20,0,C,4,27,28060
11504,WH_111504,EID_61504,Rural,Large,North,Zone 5,3,0,3,4335,Company Owned,53,0,0,1,137,27.0,2006.0,16,1,A+,5,25,21149
11505,WH_111505,EID_61505,Rural,Small,West,Zone 1,7,3,4,5625,Rented,35,0,0,1,99,26.0,,16,1,A+,4,3,22088
11506,WH_111506,EID_61506,Rural,Large,North,Zone 6,3,0,4,7477,Company Owned,62,0,0,1,145,34.0,2014.0,13,1,C,5,23,17094
11507,WH_111507,EID_61507,Rural,Mid,North,Zone 2,7,0,3,5155,Company Owned,20,0,0,1,56,29.0,2023.0,0,0,,0,22,6088
11508,WH_111508,EID_61508,Rural,Large,West,Zone 5,0,0,5,4794,Company Owned,60,0,0,1,86,38.0,,23,0,B,6,25,29085
11509,WH_111509,EID_61509,Rural,Mid,North,Zone 3,5,0,4,4554,Rented,46,0,0,1,72,26.0,2001.0,27,0,B,6,27,32150
11510,WH_111510,EID_61510,Rural,Large,South,Zone 5,0,0,2,4944,Company Owned,58,0,0,1,259,47.0,,21,0,B+,5,10,24129
11511,WH_111511,EID_61511,Rural,Large,West,Zone 6,5,0,4,3337,Company Owned,34,0,0,0,146,23.0,2012.0,19,0,B,6,6,22077
11512,WH_111512,EID_61512,Rural,Large,West,Zone 5,8,0,4,4730,Rented,36,0,0,0,102,24.0,2021.0,5,1,C,2,10,7123
11513,WH_111513,EID_61513,Rural,Small,South,Zone 6,0,0,2,6470,Company Owned,52,0,0,0,259,38.0,,10,0,C,6,2,14136
11514,WH_111514,EID_61514,Rural,Small,South,Zone 6,5,0,2,5916,Company Owned,62,0,0,1,75,20.0,,21,0,B+,4,2,24121
11515,WH_111515,EID_61515,Rural,Large,South,Zone 6,8,1,2,5849,Rented,55,0,0,0,166,22.0,,26,0,B,2,29,30090
11516,WH_111516,EID_61516,Rural,Small,North,Zone 1,4,1,2,5549,Rented,65,0,0,1,223,31.0,,25,0,A,3,31,32084
11517,WH_111517,EID_61517,Rural,Mid,West,Zone 4,7,1,2,4860,Rented,30,0,0,0,212,21.0,2013.0,21,0,C,1,26,28064
11518,WH_111518,EID_61518,Rural,Large,North,Zone 5,1,0,4,5104,Company Owned,46,0,0,1,99,26.0,,21,0,B,2,24,26068
11519,WH_111519,EID_61519,Urban,Large,South,Zone 6,6,0,2,5135,Rented,17,1,1,1,170,28.0,2010.0,23,1,A+,3,29,32097
11520,WH_111520,EID_61520,Rural,Mid,North,Zone 2,0,0,4,4066,Rented,31,0,0,1,112,23.0,,32,0,B,5,12,38072
11521,WH_111521,EID_61521,Rural,Large,North,Zone 5,7,1,3,4365,Rented,53,0,0,1,162,33.0,,6,1,C,2,25,7068
11522,WH_111522,EID_61522,Rural,Large,North,Zone 6,3,0,2,5674,Rented,56,0,0,0,101,17.0,2008.0,18,0,C,2,23,24105
11523,WH_111523,EID_61523,Rural,Mid,North,Zone 4,3,1,3,4488,Company Owned,34,0,0,1,218,30.0,2017.0,9,0,A,4,26,13107
11524,WH_111524,EID_61524,Urban,Large,North,Zone 6,1,0,3,3447,Company Owned,39,0,0,1,100,43.0,,25,0,C,4,23,32119
11525,WH_111525,EID_61525,Rural,Mid,South,Zone 2,8,1,2,3686,Rented,39,0,0,0,186,21.0,2002.0,24,0,A,6,22,32133
11526,WH_111526,EID_61526,Rural,Large,West,Zone 6,5,0,4,4790,Company Owned,44,1,0,1,201,40.0,2006.0,24,0,B+,5,23,30127
11527,WH_111527,EID_61527,Rural,Mid,North,Zone 2,0,0,3,4231,Rented,66,0,0,0,114,18.0,,36,0,B,4,12,45107
11528,WH_111528,EID_61528,Rural,Large,West,Zone 5,6,1,4,5124,Company Owned,22,0,1,1,99,25.0,2022.0,0,0,,0,10,6057
11529,WH_111529,EID_61529,Rural,Mid,West,Zone 2,1,0,4,4535,Rented,39,0,0,0,210,31.0,,23,1,A+,2,18,33094
11530,WH_111530,EID_61530,Rural,Mid,South,Zone 2,5,0,5,5495,Rented,37,0,0,1,271,26.0,,10,0,B,4,12,12073
11531,WH_111531,EID_61531,Rural,Mid,North,Zone 2,6,0,4,4085,Company Owned,54,0,0,1,118,,2000.0,23,0,B+,4,1,27071
11532,WH_111532,EID_61532,Rural,Large,North,Zone 6,7,0,5,3999,Rented,32,0,0,0,75,16.0,1999.0,33,0,B+,6,28,40080
11533,WH_111533,EID_61533,Rural,Mid,West,Zone 4,1,0,3,4146,Rented,55,0,0,0,59,24.0,,23,0,B+,3,26,28113
11534,WH_111534,EID_61534,Rural,Large,North,Zone 6,1,0,4,3735,Company Owned,36,0,0,1,76,28.0,,9,0,A+,6,28,12125
11535,WH_111535,EID_61535,Rural,Mid,South,Zone 2,5,4,2,4808,Rented,64,0,0,0,162,23.0,,25,1,B,6,32,30134
11536,WH_111536,EID_61536,Rural,Large,North,Zone 6,0,0,5,5134,Rented,17,0,0,0,156,30.0,,28,0,B,3,29,35132
11537,WH_111537,EID_61537,Rural,Small,North,Zone 1,2,0,3,8293,Rented,17,0,0,0,171,19.0,,30,0,B+,3,31,37066
11538,WH_111538,EID_61538,Rural,Large,South,Zone 5,1,0,2,5715,Rented,66,0,0,1,132,28.0,,15,0,A+,1,25,20125
11539,WH_111539,EID_61539,Rural,Small,West,Zone 6,4,1,3,5482,Rented,57,0,0,0,225,27.0,2005.0,17,1,C,6,15,23147
11540,WH_111540,EID_61540,Rural,Mid,West,Zone 4,1,3,2,7296,Rented,68,0,0,1,205,28.0,,14,0,B+,3,11,16104
11541,WH_111541,EID_61541,Rural,Mid,East,Zone 3,8,0,5,5558,Company Owned,68,0,0,1,159,26.0,2006.0,24,0,B+,6,27,30067
11542,WH_111542,EID_61542,Rural,Large,North,Zone 5,4,2,2,5468,Rented,66,0,0,1,253,29.0,,16,0,B+,1,14,18110
11543,WH_111543,EID_61543,Rural,Large,South,Zone 5,6,1,4,4361,Company Owned,20,0,0,1,103,31.0,,21,0,B+,4,25,24063
11544,WH_111544,EID_61544,Urban,Large,North,Zone 6,4,0,4,4812,Rented,58,0,0,1,192,44.0,2018.0,5,1,C,1,28,7136
11545,WH_111545,EID_61545,Rural,Small,North,Zone 1,0,1,2,4534,Rented,32,0,0,1,125,23.0,,12,0,C,2,3,16069
11546,WH_111546,EID_61546,Rural,Mid,South,Zone 2,4,3,2,4833,Company Owned,67,0,0,1,140,33.0,,5,1,C,1,32,6142
11547,WH_111547,EID_61547,Rural,Mid,West,Zone 4,4,0,5,3432,Rented,43,0,0,1,118,27.0,2010.0,14,1,B+,4,11,18115
11548,WH_111548,EID_61548,Rural,Large,North,Zone 6,0,0,4,4584,Company Owned,36,1,0,1,222,27.0,,18,0,C,1,23,23104
11549,WH_111549,EID_61549,Rural,Large,North,Zone 6,4,0,3,5006,Company Owned,56,0,0,0,155,21.0,2020.0,6,1,C,1,29,8137
11550,WH_111550,EID_61550,Rural,Small,South,Zone 6,8,1,2,5512,Rented,42,0,0,1,120,27.0,,11,1,C,3,9,14123
11551,WH_111551,EID_61551,Rural,Mid,South,Zone 2,6,0,2,4095,Rented,59,0,0,0,258,20.0,1997.0,29,1,B+,6,12,35147
11552,WH_111552,EID_61552,Rural,Mid,North,Zone 2,4,0,2,5779,Company Owned,64,0,0,1,271,31.0,2005.0,33,1,A+,6,12,46122
11553,WH_111553,EID_61553,Rural,Mid,South,Zone 4,5,0,4,3332,Company Owned,49,0,1,1,222,33.0,2018.0,5,1,C,1,20,7055
11554,WH_111554,EID_61554,Rural,Large,North,Zone 6,6,0,4,4459,Company Owned,31,1,0,1,219,31.0,2016.0,6,1,A+,5,28,9108
11555,WH_111555,EID_61555,Rural,Large,North,Zone 6,4,0,3,4993,Rented,69,0,0,0,227,26.0,2005.0,28,1,A+,6,23,39076
11556,WH_111556,EID_61556,Rural,Small,West,Zone 1,0,0,5,4745,Company Owned,47,0,0,1,189,25.0,,0,0,,0,21,3080
11557,WH_111557,EID_61557,Rural,Mid,West,Zone 3,1,0,4,4155,Company Owned,50,0,0,1,142,25.0,,5,0,A,4,19,7115
11558,WH_111558,EID_61558,Rural,Mid,South,Zone 2,1,0,4,4235,Rented,28,0,0,0,62,19.0,,20,0,A+,4,32,25120
11559,WH_111559,EID_61559,Rural,Large,North,Zone 6,0,1,4,3671,Rented,36,0,0,1,101,29.0,,10,0,C,4,6,13100
11560,WH_111560,EID_61560,Rural,Mid,North,Zone 4,0,0,4,4290,Rented,64,0,0,0,140,16.0,,24,0,A,6,26,30144
11561,WH_111561,EID_61561,Rural,Large,North,Zone 6,2,0,3,4783,Rented,35,0,0,0,71,16.0,,33,0,C,2,23,45136
11562,WH_111562,EID_61562,Rural,Mid,West,Zone 4,2,0,6,5028,Company Owned,15,0,0,1,158,46.0,,25,0,A+,3,26,31132
11563,WH_111563,EID_61563,Rural,Mid,West,Zone 4,4,0,3,4351,Company Owned,25,0,0,1,241,20.0,2002.0,29,0,C,3,26,37144
11564,WH_111564,EID_61564,Rural,Mid,West,Zone 3,5,3,4,3803,Rented,69,0,0,1,128,22.0,2012.0,17,0,C,4,19,22148
11565,WH_111565,EID_61565,Rural,Small,West,Zone 6,2,2,4,3893,Rented,51,0,0,1,125,33.0,,23,1,C,3,15,30071
11566,WH_111566,EID_61566,Rural,Small,North,Zone 1,6,0,4,5091,Company Owned,24,1,0,1,146,24.0,2011.0,20,1,C,3,16,25093
11567,WH_111567,EID_61567,Rural,Large,South,Zone 6,0,0,3,4761,Company Owned,48,0,0,1,230,25.0,,32,0,B+,6,29,38140
